Spanish	4	76826237	10236
				3)	_lue	3380	3998	3.5404188E-5
				4)	_luz	4324	2404	2.128856E-5
				5)	_lun	7032	706	6.2519653E-6
				6)	_lux	8376	401	3.5510454E-6
				7)	_luj	9890	225	1.9924819E-6
			2)	_ll	0	0	0.0
				1)	_lle	523	30694	2.7180993E-4
				2)	_lla	1893	9921	8.7855165E-5
			3)	_le	0	0	0.0
				1)	_leg	583	28741	2.545152E-4
				2)	_lec	2734	5839	5.1707117E-5
				3)	_ley	2743	5808	5.14326E-5
				4)	_len	3194	4466	3.954855E-5
				5)	_lej	3990	2869	2.5406356E-5
				6)	_lev	5063	1678	1.4859486E-5
				7)	_lee	5761	1218	1.0785968E-5
				8)	_let	6500	877	7.766252E-6
				9)	_lea	6763	783	6.9338366E-6
				10)	_leí	7421	593	5.2512964E-6
				11)	_les	8464	389	3.4447796E-6
				12)	_lem	8867	335	2.966584E-6
			4)	_li	0	0	0.0
				1)	_lib	608	27909	2.4714743E-4
				2)	_lim	1929	9627	8.525165E-5
				3)	_lis	3123	4638	4.1071693E-5
				4)	_lid	5369	1445	1.2796161E-5
				5)	_lig	5386	1432	1.268104E-5
				6)	_lin	5559	1329	1.1768926E-5
				7)	_lic	5564	1325	1.1733504E-5
				8)	_lit	5784	1202	1.064428E-5
				9)	_liq	7663	536	4.7465346E-6
			5)	_lo	0	0	0.0
				1)	_log	1526	12525	1.1091482E-4
				2)	_loc	2747	5789	5.1264342E-5
				3)	_loa	8949	323	2.8603183E-6
			6)	_la	0	0	0.0
				1)	_lab	2008	9139	8.0930186E-5
				2)	_lam	2225	7863	6.9630594E-5
				3)	_lad	2758	5750	5.0918978E-5
				4)	_lar	4168	2613	2.3139355E-5
				5)	_lan	4436	2278	2.017277E-5
				6)	_lag	7036	705	6.2431095E-6
				7)	_lat	8173	433	3.8344206E-6
				8)	_laz	8392	398	3.5244789E-6
				9)	_lap	9310	280	2.479533E-6
				10)	_lac	10013	215	1.903927E-6
				11)	_lai	10030	214	1.8950716E-6
			7)	_lí	0	0	0.0
				1)	_lín	2900	5296	4.6898593E-5
				2)	_lím	3416	3947	3.4952558E-5
				3)	_líd	4817	1894	1.6772268E-5
			8)	_ló	0	0	0.0
				1)	_lóg	4314	2424	2.146567E-5
			9)	_lá	0	0	0.0
				1)	_lác	7849	498	4.4100266E-6
				2)	_lás	9326	279	2.4706774E-6
		19)	_v	0	0	0.0
			1)	_vo	0	0	0.0
				1)	_vot	502	31717	2.8086908E-4
				2)	_vol	1400	13766	1.21904464E-4
				3)	_voz	4986	1743	1.5435093E-5
				4)	_voc	7409	594	5.2601517E-6
				5)	_von	9353	277	2.4529666E-6
				6)	_vod	10103	208	1.8419387E-6
			2)	_vi	0	0	0.0
				1)	_vis	698	25634	2.2700123E-4
				2)	_vid	1727	10993	9.734823E-5
				3)	_vio	1927	9642	8.538448E-5
				4)	_vig	2221	7879	6.9772286E-5
				5)	_viv	2318	7534	6.671715E-5
				6)	_vie	2808	5556	4.920102E-5
				7)	_via	2861	5402	4.7837275E-5
				8)	_vin	2927	5205	4.6092744E-5
				9)	_vir	4033	2800	2.4795328E-5
				10)	_vit	4111	2671	2.3652972E-5
				11)	_vic	5266	1523	1.3486888E-5
			3)	_ve	0	0	0.0
				1)	_vez	792	23283	2.0618201E-4
				2)	_ver	883	21181	1.8756781E-4
				3)	_ven	1811	10510	9.307104E-5
				4)	_vec	2053	8907	7.887571E-5
				5)	_veh	4237	2529	2.2395496E-5
				6)	_vel	4499	2210	1.95706E-5
				7)	_veo	5382	1437	1.2725317E-5
				8)	_vea	5525	1348	1.193718E-5
				9)	_vei	5552	1334	1.1813203E-5
				10)	_vem	5598	1305	1.1556394E-5
				11)	_ve_	5610	1296	1.1476695E-5
				12)	_vet	6202	1015	8.988307E-6
				13)	_veg	8670	357	3.1614045E-6
			4)	_va	0	0	0.0
				1)	_val	1508	12682	1.12305126E-4
				2)	_var	1954	9490	8.403845E-5
				3)	_vac	3589	3544	3.1383803E-5
				4)	_vay	6217	1008	8.9263185E-6
				5)	_van	7277	630	5.578949E-6
				6)	_vas	7686	533	4.719968E-6
				7)	_vag	8137	440	3.896409E-6
			5)	_vu	0	0	0.0
				1)	_vue	2942	5157	4.5667683E-5
				2)	_vul	5098	1658	1.4682377E-5
			6)	_ví	0	0	0.0
				1)	_víc	3110	4662	4.1284224E-5
				2)	_vía	3296	4198	3.7175283E-5
				3)	_vín	5737	1235	1.0936511E-5
				4)	_vís	9003	314	2.780619E-6
			7)	_vá	0	0	0.0
				1)	_vál	6111	1059	9.377947E-6
			8)	_vé	0	0	0.0
				1)	_véa	6126	1052	9.31596E-6
		20)	_ 	0	0	0.0
			1)	_  	0	0	0.0
				1)	_  _	521	30818	2.7290802E-4
		21)	_ú	0	0	0.0
			1)	_úl	0	0	0.0
				1)	_últ	783	23561	2.0864383E-4
			2)	_ún	0	0	0.0
				1)	_úni	1312	14862	1.3161007E-4
			3)	_út	0	0	0.0
				1)	_úti	3972	2888	2.557461E-5
		22)	_b	0	0	0.0
			1)	_ba	0	0	0.0
				1)	_bas	839	22170	1.9632587E-4
				2)	_bar	2939	5173	4.580937E-5
				3)	_ban	3456	3859	3.4173278E-5
				4)	_baj	3837	3082	2.7292574E-5
				5)	_bal	5379	1441	1.2760739E-5
				6)	_bat	6183	1024	9.068006E-6
				7)	_bac	7089	686	6.0748557E-6
				8)	_bañ	8038	457	4.0469517E-6
			2)	_bu	0	0	0.0
				1)	_bue	1082	17793	1.5756546E-4
				2)	_bus	3505	3748	3.3190317E-5
				3)	_bur	3949	2927	2.5919975E-5
				4)	_buq	4556	2150	1.9039271E-5
			3)	_be	0	0	0.0
				1)	_ben	1723	11026	9.764046E-5
				2)	_bel	5001	1732	1.5337682E-5
				3)	_beb	7064	695	6.1545547E-6
			4)	_bi	0	0	0.0
				1)	_bie	2787	5650	5.003343E-5
				2)	_bio	3228	4387	3.8848968E-5
				3)	_bil	4306	2438	2.1589647E-5
				4)	_bir	8988	317	2.8071854E-6
			5)	_br	0	0	0.0
				1)	_bri	2842	5454	4.829776E-5
				2)	_bre	3215	4416	3.9105777E-5
				3)	_bru	5563	1326	1.174236E-5
				4)	_bro	6921	739	6.544196E-6
				5)	_bra	7718	525	4.649124E-6
			6)	_bá	0	0	0.0
				1)	_bás	3117	4651	4.1186813E-5
				2)	_bál	8806	341	3.0197168E-6
			7)	_bl	0	0	0.0
				1)	_blo	4719	1981	1.7542696E-5
				2)	_bla	5381	1439	1.2743028E-5
			8)	_bo	0	0	0.0
				1)	_bom	5704	1253	1.109591E-5
				2)	_bor	5853	1174	1.03963275E-5
				3)	_bos	6209	1011	8.952885E-6
				4)	_bol	7363	605	5.3575623E-6
				5)	_bon	7828	503	4.454304E-6
				6)	_bot	8671	357	3.1614045E-6
				7)	_boc	8921	328	2.9045957E-6
				8)	_bov	9257	286	2.5326658E-6
				9)	_boi	10149	205	1.8153723E-6
			9)	_bú	0	0	0.0
				1)	_bús	6136	1048	9.280538E-6
				2)	_búl	8782	344	3.0462834E-6
		23)	_u	0	0	0.0
			1)	_us	0	0	0.0
				1)	_ust	906	20812	1.8430014E-4
				2)	_usu	5220	1570	1.3903095E-5
				3)	_usa	6638	823	7.2880557E-6
				4)	_uso	8500	384	3.4005022E-6
				5)	_use	10147	205	1.8153723E-6
			2)	_ut	0	0	0.0
				1)	_uti	1319	14786	1.3093704E-4
			3)	_un	0	0	0.0
				1)	_uni	1561	12219	1.08205044E-4
				2)	_una	4989	1741	1.5417381E-5
				3)	_uná	6007	1106	9.794155E-6
				4)	_une	9744	240	2.1253138E-6
			4)	_ur	0	0	0.0
				1)	_urg	2792	5630	4.985632E-5
				2)	_urb	5922	1145	1.0139518E-5
				3)	_ura	8293	413	3.657311E-6
			5)	_ul	0	0	0.0
				1)	_ult	4865	1852	1.640034E-5
			6)	_um	0	0	0.0
				1)	_umb	6258	987	8.740353E-6
			7)	_uc	0	0	0.0
				1)	_ucr	7748	518	4.5871357E-6
			8)	_ub	0	0	0.0
				1)	_ubi	8485	387	3.4270686E-6
		24)	_á	0	0	0.0
			1)	_ám	0	0	0.0
				1)	_ámb	937	20285	1.7963331E-4
			2)	_ár	0	0	0.0
				1)	_áre	4346	2383	2.1102596E-5
				2)	_ára	6481	888	7.863661E-6
				3)	_árb	9073	307	2.7186306E-6
			3)	_án	0	0	0.0
				1)	_áni	8205	429	3.7989987E-6
		25)	_j	0	0	0.0
			1)	_ju	0	0	0.0
				1)	_jus	1403	13739	1.2166537E-4
				2)	_jur	1783	10636	9.418683E-5
				3)	_jun	1882	10014	8.8678724E-5
				4)	_jue	3189	4475	3.962825E-5
				5)	_jud	3558	3623	3.2083386E-5
				6)	_jui	3908	2976	2.6353893E-5
				7)	_jul	4888	1835	1.6249796E-5
				8)	_jug	5345	1461	1.2937849E-5
				9)	_juz	5758	1221	1.0812534E-5
				10)	_jub	6328	949	8.403846E-6
				11)	_juv	6727	791	7.0046804E-6
			2)	_jó	0	0	0.0
				1)	_jóv	3313	4161	3.684763E-5
			3)	_je	0	0	0.0
				1)	_jef	6476	890	7.881373E-6
				2)	_jer	8414	395	3.4979125E-6
			4)	_ja	0	0	0.0
				1)	_jam	7135	673	5.9597346E-6
			5)	_jo	0	0	0.0
				1)	_jov	7184	657	5.8180467E-6
				2)	_jor	7624	543	4.8085226E-6
		26)	_z	0	0	0.0
			1)	_zo	0	0	0.0
				1)	_zon	1898	9859	8.730612E-5
			2)	_za	0	0	0.0
				1)	_zan	9999	216	1.9127824E-6
			3)	_zu	0	0	0.0
				1)	_zu_	10188	203	1.7976613E-6
		27)	_é	0	0	0.0
			1)	_és	0	0	0.0
				1)	_ést	1985	9244	8.186001E-5
				2)	_ésa	6815	768	6.8010045E-6
				3)	_ése	7267	633	5.6055155E-6
			2)	_éx	0	0	0.0
				1)	_éxi	2426	6997	6.196176E-5
			3)	_él	0	0	0.0
				1)	_él_	3287	4223	3.739667E-5
			4)	_ét	0	0	0.0
				1)	_étn	5590	1312	1.1618383E-5
				2)	_éti	5797	1193	1.0564581E-5
			5)	_ép	0	0	0.0
				1)	_épo	6260	986	8.731498E-6
			6)	_én	0	0	0.0
				1)	_énf	8094	446	3.9495417E-6
		28)	_ó	0	0	0.0
			1)	_ór	0	0	0.0
				1)	_órg	4194	2573	2.2785136E-5
				2)	_órd	9937	221	1.9570598E-6
			2)	_óp	0	0	0.0
				1)	_ópt	7139	672	5.950879E-6
		29)	_í	0	0	0.0
			1)	_ín	0	0	0.0
				1)	_índ	6100	1064	9.422225E-6
				2)	_ínt	8142	439	3.8875532E-6
		30)	_x	0	0	0.0
			1)	_xe	0	0	0.0
				1)	_xen	6688	806	7.1375125E-6
		31)	_k	0	0	0.0
			1)	_ku	0	0	0.0
				1)	_kur	7103	682	6.0394336E-6
			2)	_ki	0	0	0.0
				1)	_kil	7373	602	5.330996E-6
		32)	_w	0	0	0.0
			1)	_we	0	0	0.0
				1)	_web	7908	484	4.2860497E-6
	6)	a	0	0	0.0
		1)	ac	0	0	0.0
			1)	aci	0	0	0.0
				1)	ació	6	367374	0.003253271
				2)	acio	39	137239	0.0012153165
				3)	acia	302	43241	3.829196E-4
				4)	acid	1990	9213	8.158549E-5
				5)	acie	2475	6768	5.9933853E-5
				6)	acil	2761	5741	5.083928E-5
				7)	acis	5230	1563	1.3841107E-5
				8)	acit	5757	1221	1.0812534E-5
				9)	acié	7550	560	4.959066E-6
				10)	acim	7827	503	4.454304E-6
				11)	acif	9417	270	2.3909781E-6
			2)	acu	0	0	0.0
				1)	acue	388	36385	3.2220644E-4
				2)	acus	4587	2116	1.8738185E-5
				3)	acun	5311	1488	1.3176947E-5
				4)	acul	5416	1417	1.2548207E-5
				5)	acud	6095	1066	9.439936E-6
				6)	acum	6691	803	7.110946E-6
				7)	acui	9274	284	2.5149548E-6
			3)	act	0	0	0.0
				1)	actu	513	31212	2.7639707E-4
				2)	acti	881	21193	1.8767407E-4
				3)	acto	1142	17007	1.5060506E-4
				4)	acta	3176	4506	3.990277E-5
				5)	acte	4116	2665	2.359984E-5
				6)	actú	5225	1565	1.38588175E-5
			4)	acc	0	0	0.0
				1)	acci	566	29388	2.6024468E-4
				2)	acce	1884	9988	8.844848E-5
			5)	ace	0	0	0.0
				1)	acer	836	22184	1.9644985E-4
				2)	acep	1123	17275	1.5297832E-4
				3)	ace_	2772	5698	5.0458493E-5
				4)	aces	3019	4902	4.340954E-5
				5)	acen	4186	2587	2.2909113E-5
				6)	acel	4752	1949	1.725932E-5
				7)	acei	7747	518	4.5871357E-6
				8)	acem	9997	216	1.9127824E-6
			6)	aca	0	0	0.0
				1)	acab	2113	8566	7.5856E-5
				2)	acar	2952	5126	4.5393164E-5
				3)	acas	3522	3701	3.277411E-5
				4)	acad	4351	2373	2.101404E-5
				5)	aca_	4855	1856	1.643576E-5
				6)	acal	6640	821	7.2703447E-6
				7)	acan	7264	634	5.614371E-6
				8)	acac	8740	349	3.0905605E-6
				9)	acat	10029	214	1.8950716E-6
			7)	aco	0	0	0.0
				1)	acog	3235	4369	3.868957E-5
				2)	acor	3368	4026	3.565214E-5
				3)	acon	3433	3908	3.4607194E-5
				4)	aco_	3873	3019	2.6734679E-5
				5)	acom	4358	2367	2.0960908E-5
				6)	acoj	4403	2316	2.0509278E-5
				7)	acos	4565	2138	1.8933004E-5
				8)	acop	9080	306	2.7097753E-6
			8)	acl	0	0	0.0
				1)	acla	4012	2843	2.5176114E-5
			9)	ací	0	0	0.0
				1)	acíf	4923	1803	1.5966421E-5
				2)	acía	5865	1168	1.0343194E-5
				3)	acío	7290	626	5.543527E-6
			10)	acr	0	0	0.0
				1)	acri	5501	1363	1.20700115E-5
				2)	acre	6425	909	8.049627E-6
				3)	acro	7165	664	5.880035E-6
			11)	ach	0	0	0.0
				1)	acha	7316	620	5.4903944E-6
				2)	acho	9801	234	2.0721811E-6
			12)	acé	0	0	0.0
				1)	acéu	7320	619	5.4815387E-6
		2)	ad	0	0	0.0
			1)	ado	0	0	0.0
				1)	ado_	9	277891	0.0024608567
				2)	ados	71	100015	8.856803E-4
				3)	ador	408	35605	3.1529917E-4
				4)	adop	865	21463	1.9006505E-4
				5)	adou	4397	2320	2.0544701E-5
				6)	adol	8807	341	3.0197168E-6
			2)	ada	0	0	0.0
				1)	ada_	125	77013	6.819867E-4
				2)	adas	231	51586	4.5681852E-4
				3)	adan	591	28508	2.5245186E-4
				4)	adam	2116	8509	7.5351236E-5
				5)	adap	3678	3345	2.9621562E-5
				6)	adar	6874	751	6.6504613E-6
				7)	adab	7734	522	4.6225578E-6
				8)	adad	8093	446	3.9495417E-6
				9)	adac	9215	290	2.5680877E-6
			3)	ade	0	0	0.0
				1)	ades	205	56590	5.011313E-4
				2)	adec	1071	17953	1.5898234E-4
				3)	adem	1343	14491	1.2832468E-4
				4)	ader	2544	6496	5.752516E-5
				5)	adel	3325	4138	3.6643953E-5
				6)	adez	4209	2552	2.2599172E-5
				7)	aden	5066	1677	1.4850631E-5
				8)	ade_	8102	445	3.9406864E-6
			4)	adi	0	0	0.0
				1)	adic	1541	12364	1.0948909E-4
				2)	adie	3298	4195	3.7148715E-5
				3)	adir	3725	3271	2.8966257E-5
				4)	adid	4900	1821	1.612582E-5
				5)	adio	6033	1094	9.687889E-6
				6)	adia	7077	691	6.119133E-6
				7)	adit	8007	463	4.100085E-6
				8)	adil	10060	211	1.8685051E-6
			5)	adm	0	0	0.0
				1)	admi	1812	10508	9.305333E-5
			6)	adh	0	0	0.0
				1)	adhe	2182	8108	7.180019E-5
				2)	adhi	8278	416	3.6838774E-6
			7)	adq	0	0	0.0
				1)	adqu	3836	3082	2.7292574E-5
			8)	adu	0	0	0.0
				1)	adua	4372	2346	2.0774944E-5
				2)	aduc	4665	2036	1.8029747E-5
				3)	adur	4965	1767	1.5647624E-5
				4)	adul	6788	775	6.862993E-6
			9)	adr	0	0	0.0
				1)	adre	4427	2286	2.0243615E-5
				2)	adra	8667	358	3.17026E-6
				3)	adro	8784	343	3.0374279E-6
			10)	adí	0	0	0.0
				1)	adís	4644	2066	1.829541E-5
			11)	adv	0	0	0.0
				1)	adve	4910	1814	1.606383E-5
				2)	advi	8962	322	2.8514628E-6
			12)	adj	0	0	0.0
				1)	adju	7324	617	5.4638276E-6
			13)	adé	0	0	0.0
				1)	adém	8540	379	3.3562249E-6
			14)	adó	0	0	0.0
				1)	adój	9334	278	2.4618219E-6
		3)	an	0	0	0.0
			1)	ant	0	0	0.0
				1)	ante	27	161148	0.0014270421
				2)	anti	455	33740	2.987837E-4
				3)	anto	1642	11589	1.02626094E-4
				4)	anta	2496	6682	5.9172282E-5
				5)	antí	3179	4493	3.9787647E-5
				6)	antu	7359	606	5.3664176E-6
				7)	antá	9799	234	2.0721811E-6
			2)	and	0	0	0.0
				1)	ando	171	61673	5.461437E-4
				2)	ande	1327	14696	1.3014005E-4
				3)	anda	2046	8946	7.922108E-5
				4)	andi	2680	6002	5.3150558E-5
				5)	andé	5136	1632	1.4452135E-5
			3)	anc	0	0	0.0
				1)	anci	195	57820	5.120235E-4
				2)	ance	1569	12140	1.0750546E-4
				3)	anco	4355	2370	2.0987474E-5
				4)	anca	4418	2293	2.0305602E-5
				5)	ancí	4573	2132	1.8879871E-5
				6)	ancé	5783	1202	1.064428E-5
				7)	anch	7138	672	5.950879E-6
			4)	ano	0	0	0.0
				1)	anos	224	52528	4.6516038E-4
				2)	ano_	1230	15824	1.4012904E-4
				3)	anor	8632	366	3.2411037E-6
				4)	anoc	9140	298	2.6389314E-6
				5)	anot	9578	256	2.2670015E-6
			5)	anz	0	0	0.0
				1)	anza	512	31328	2.7742432E-4
				2)	anzó	8242	422	3.7370103E-6
			6)	ana	0	0	0.0
				1)	ana_	874	21359	1.8914408E-4
				2)	anas	2069	8791	7.7848475E-5
				3)	anal	3211	4427	3.9203187E-5
				4)	anad	4468	2244	1.9871684E-5
				5)	anar	5168	1612	1.4275025E-5
				6)	anan	6849	759	6.7213055E-6
				7)	anac	7123	676	5.986301E-6
				8)	anam	8685	356	3.152549E-6
			7)	ans	0	0	0.0
				1)	ansp	972	19600	1.735673E-4
				2)	ansf	2485	6728	5.9579634E-5
				3)	ansi	3634	3449	3.054253E-5
				4)	ansm	3681	3342	2.9594996E-5
				5)	ansa	4148	2638	2.3360742E-5
				6)	ansc	5795	1196	1.0591148E-5
				7)	anse	6155	1041	9.218549E-6
				8)	anso	8109	444	3.9318306E-6
				9)	ansn	8208	428	3.7901432E-6
			8)	ane	0	0	0.0
				1)	aner	1418	13576	1.2022192E-4
				2)	anes	2675	6020	5.3309956E-5
				3)	anen	3919	2961	2.622106E-5
				4)	anec	5158	1620	1.4345869E-5
				5)	anet	6068	1078	9.546202E-6
				6)	anex	7007	713	6.3139532E-6
				7)	anej	7420	593	5.2512964E-6
				8)	anea	7493	573	5.074187E-6
				9)	aneu	9036	311	2.7540525E-6
				10)	anez	10218	201	1.7799504E-6
			9)	ani	0	0	0.0
				1)	aniz	1472	13040	1.1547539E-4
				2)	anif	1877	10048	8.897981E-5
				3)	anim	2079	8702	7.7060344E-5
				4)	anis	2345	7426	6.576075E-5
				5)	anit	2523	6579	5.8260168E-5
				6)	anid	5071	1675	1.483292E-5
				7)	anio	5869	1166	1.0325483E-5
				8)	aniv	7402	596	5.277863E-6
				9)	anip	7478	575	5.091898E-6
				10)	ania	7799	509	4.5074366E-6
				11)	anic	7981	469	4.1532176E-6
			10)	anm	0	0	0.0
				1)	anme	3257	4304	3.811396E-5
			11)	anu	0	0	0.0
				1)	anua	3425	3922	3.4731172E-5
				2)	anun	3982	2875	2.5459489E-5
				3)	anud	5428	1408	1.2468508E-5
				4)	anul	7029	707	6.2608206E-6
			12)	aná	0	0	0.0
				1)	anál	3790	3147	2.7868178E-5
			13)	aní	0	0	0.0
				1)	anía	3804	3134	2.7753058E-5
				2)	aní_	5921	1145	1.0139518E-5
				3)	aníe	6962	725	6.420219E-6
			14)	anq	0	0	0.0
				1)	anqu	4341	2387	2.1138017E-5
			15)	anj	0	0	0.0
				1)	anje	4563	2142	1.8968427E-5
				2)	anja	7005	714	6.322809E-6
			16)	ang	0	0	0.0
				1)	angr	5936	1140	1.0095241E-5
				2)	angu	6125	1052	9.31596E-6
				3)	angi	7830	502	4.445448E-6
				4)	ango	8597	372	3.2942366E-6
			17)	ané	0	0	0.0
				1)	anés	6905	742	6.5707623E-6
			18)	anó	0	0	0.0
				1)	anón	10187	203	1.7976613E-6
		4)	am	0	0	0.0
			1)	ame	0	0	0.0
				1)	amen	28	160782	0.001423801
				2)	amer	4213	2550	2.258146E-5
				3)	ame_	4867	1851	1.6391483E-5
			2)	amb	0	0	0.0
				1)	ambi	49	124107	0.0010990264
				2)	amba	4365	2355	2.0854643E-5
				3)	ambr	5943	1133	1.0033253E-5
				4)	ambl	8484	387	3.4270686E-6
				5)	ambo	10117	207	1.8330833E-6
			3)	amo	0	0	0.0
				1)	amos	89	88818	7.8652555E-4
				2)	amo_	7022	708	6.269676E-6
				3)	amor	7598	548	4.8528E-6
			4)	ami	0	0	0.0
				1)	amie	711	25318	2.242029E-4
				2)	amin	1151	16857	1.4927673E-4
				3)	amil	2670	6032	5.3416225E-5
				4)	amig	4521	2188	1.9375779E-5
				5)	amis	6098	1065	9.431081E-6
				6)	amit	6612	833	7.3766105E-6
				7)	amio	7385	599	5.304429E-6
				8)	ami_	9442	267	2.3644118E-6
				9)	amia	9509	261	2.3112789E-6
			5)	amp	0	0	0.0
				1)	ampl	830	22419	1.9853089E-4
				2)	ampo	2073	8762	7.759167E-5
				3)	ampa	3415	3947	3.4952558E-5
				4)	ampe	8780	344	3.0462834E-6
			6)	ama	0	0	0.0
				1)	ama_	1330	14642	1.2966186E-4
				2)	amas	2357	7374	6.530027E-5
				3)	amar	3412	3951	3.498798E-5
				4)	amad	3481	3799	3.3641947E-5
				5)	amam	4083	2707	2.397177E-5
				6)	amac	5253	1536	1.3602009E-5
				7)	aman	6396	920	8.147037E-6
				8)	amañ	6496	879	7.783962E-6
				9)	amab	7343	610	5.4018396E-6
			7)	amá	0	0	0.0
				1)	amát	6627	828	7.332333E-6
				2)	amás	7113	679	6.0128673E-6
		5)	al	0	0	0.0
			1)	ale	0	0	0.0
				1)	ales	38	139896	0.0012388455
				2)	alen	2534	6536	5.787938E-5
				3)	alez	3697	3316	2.9364754E-5
				4)	alec	3841	3079	2.7266007E-5
				5)	aleg	3854	3044	2.6956064E-5
				6)	alem	4023	2815	2.492816E-5
				7)	ale_	5039	1692	1.4983463E-5
				8)	aler	5614	1294	1.1458984E-5
				9)	alel	6163	1036	9.174271E-6
				10)	alej	6304	966	8.554389E-6
				11)	alef	9934	222	1.9659153E-6
			2)	alm	0	0	0.0
				1)	alme	199	57676	5.1074836E-4
				2)	alma	5303	1496	1.324779E-5
			3)	ali	0	0	0.0
				1)	aliz	324	41829	3.7041566E-4
				2)	alid	472	32857	2.9096432E-4
				3)	alis	2059	8857	7.843294E-5
				4)	alim	2195	8040	7.119802E-5
				5)	alia	3192	4470	3.958397E-5
				6)	alif	3536	3674	3.2535012E-5
				7)	alic	4160	2629	2.3281043E-5
				8)	alie	5336	1468	1.2999837E-5
				9)	alit	5722	1243	1.1007355E-5
				10)	alio	5747	1226	1.0856812E-5
				11)	alir	6265	984	8.713787E-6
				12)	alib	7017	709	6.2785316E-6
				13)	alin	7194	654	5.7914804E-6
				14)	aliv	7274	631	5.5878045E-6
			4)	alc	0	0	0.0
				1)	alca	1398	13788	1.2209929E-4
				2)	alco	5338	1467	1.2990981E-5
				3)	alcu	6321	959	8.4924E-6
			5)	alg	0	0	0.0
				1)	algo	1512	12657	1.1208374E-4
				2)	algú	3766	3200	2.833752E-5
				3)	algu	4613	2090	1.8507943E-5
				4)	alga	6673	811	7.18179E-6
			6)	alq	0	0	0.0
				1)	alqu	1664	11429	1.0120922E-4
			7)	alt	0	0	0.0
				1)	alta	1678	11334	1.0036795E-4
				2)	alto	2925	5217	4.619901E-5
				3)	alte	3016	4915	4.352466E-5
				4)	altu	6145	1044	9.2451155E-6
				5)	altr	10145	205	1.8153723E-6
			8)	ala	0	0	0.0
				1)	alab	1738	10932	9.680805E-5
				2)	ala_	2049	8926	7.9043966E-5
				3)	alar	2132	8429	7.46428E-5
				4)	alad	3619	3492	3.092332E-5
				5)	alan	4862	1854	1.641805E-5
				6)	alac	5215	1571	1.391195E-5
				7)	alas	7298	624	5.525816E-6
				8)	alao	7446	584	5.171597E-6
				9)	alam	9800	234	2.0721811E-6
			9)	alu	0	0	0.0
				1)	alud	1866	10177	9.0122165E-5
				2)	alua	2214	7950	7.040102E-5
				3)	alum	8209	428	3.7901432E-6
				4)	alur	9043	310	2.7451972E-6
				5)	alus	9229	289	2.5592321E-6
			10)	ald	0	0	0.0
				1)	alda	1935	9563	8.468491E-5
				2)	aldo	5132	1640	1.4522979E-5
				3)	alde	5624	1290	1.1423563E-5
				4)	aldr	7666	535	4.737679E-6
			11)	alo	0	0	0.0
				1)	alor	2068	8806	7.798131E-5
				2)	alo_	5609	1296	1.1476695E-5
				3)	alos	5959	1126	9.971264E-6
				4)	alog	8136	440	3.896409E-6
			12)	all	0	0	0.0
				1)	alla	2759	5748	5.0901268E-5
				2)	alle	3259	4301	3.8087397E-5
				3)	allí	3889	3000	2.6566424E-5
				4)	allá	3983	2874	2.5450634E-5
				5)	allo	6787	775	6.862993E-6
				6)	alli	9651	247	2.1873022E-6
			13)	alv	0	0	0.0
				1)	alva	3731	3266	2.892198E-5
				2)	alvo	7180	658	5.8269025E-6
			14)	alr	0	0	0.0
				1)	alre	6292	971	8.598666E-6
			15)	alz	0	0	0.0
				1)	alza	6581	845	7.482876E-6
			16)	als	0	0	0.0
				1)	alsi	6670	812	7.190645E-6
				2)	alsa	7362	605	5.3575623E-6
				3)	also	8127	441	3.9052643E-6
			17)	alb	0	0	0.0
				1)	alba	7567	557	4.9324995E-6
				2)	albe	8224	425	3.7635766E-6
			18)	alí	0	0	0.0
				1)	alía	8156	437	3.869842E-6
			19)	aló	0	0	0.0
				1)	aló_	8828	339	3.002006E-6
			20)	alf	0	0	0.0
				1)	alfa	9002	314	2.780619E-6
			21)	alá	0	0	0.0
				1)	alá_	9400	272	2.4086892E-6
			22)	al–	0	0	0.0
				1)	al–_	9782	236	2.089892E-6
			23)	alú	0	0	0.0
				1)	alúe	10133	206	1.8242278E-6
		6)	ab	0	0	0.0
			1)	abl	0	0	0.0
				1)	able	129	75629	6.697307E-4
				2)	abla	1197	16116	1.4271482E-4
				3)	ablo	6850	759	6.7213055E-6
				4)	abló	8999	315	2.7894746E-6
			2)	abo	0	0	0.0
				1)	abor	506	31584	2.796913E-4
				2)	abo_	2121	8479	7.508557E-5
				3)	abog	5216	1571	1.391195E-5
				4)	abol	6038	1092	9.670178E-6
				5)	abon	8977	319	2.8248965E-6
				6)	abot	9091	305	2.7009198E-6
			3)	abi	0	0	0.0
				1)	abil	767	23939	2.1199121E-4
				2)	abie	2621	6217	5.5054486E-5
				3)	abid	3151	4565	4.0425242E-5
				4)	abit	4031	2801	2.4804185E-5
				5)	abia	9195	292	2.5857985E-6
				6)	abis	9236	288	2.5503766E-6
				7)	abin	9652	247	2.1873022E-6
				8)	abio	9998	216	1.9127824E-6
			4)	aba	0	0	0.0
				1)	abaj	942	20206	1.7893373E-4
				2)	aba_	1695	11232	9.946469E-5
				3)	aban	2057	8861	7.846836E-5
				4)	abar	3353	4077	3.610377E-5
				5)	abac	4999	1734	1.5355394E-5
				6)	abas	6059	1084	9.599335E-6
				7)	abam	7244	640	5.667504E-6
				8)	abad	7599	548	4.8528E-6
				9)	abal	8204	429	3.7989987E-6
			5)	abe	0	0	0.0
