English	4	128173779	11379
				12)	ent’	9521	393	2.0041816E-6
			2)	enc	0	0	0.0
				1)	ence	108	125904	6.4207247E-4
				2)	ency	742	42316	2.1579885E-4
				3)	enco	2052	15488	7.898413E-5
				4)	enci	2749	9907	5.0522714E-5
				5)	ench	6060	1656	8.445101E-6
				6)	encr	9956	329	1.6778008E-6
				7)	encl	10304	291	1.4840123E-6
			3)	ene	0	0	0.0
				1)	ener	371	63182	3.2220915E-4
				2)	enef	1715	19541	9.965321E-5
				3)	ened	2017	15929	8.12331E-5
				4)	enes	2077	15183	7.7428725E-5
				5)	enew	3275	7228	3.686062E-5
				6)	ene_	4393	3914	1.996022E-5
				7)	enet	4848	2955	1.506961E-5
				8)	eneu	5761	1906	9.720025E-6
				9)	enem	7892	759	3.870671E-6
				10)	eneg	8888	500	2.5498493E-6
				11)	enec	10468	273	1.3922177E-6
				12)	eneo	11315	204	1.0403385E-6
			4)	end	0	0	0.0
				1)	end_	459	57723	2.943699E-4
				2)	ende	710	43358	2.2111273E-4
				3)	endm	833	39360	2.0072414E-4
				4)	endi	1503	22436	1.14416835E-4
				5)	enda	1516	22235	1.133918E-4
				6)	ends	2413	12399	6.3231164E-5
				7)	endo	3264	7270	3.707481E-5
				8)	endu	4128	4539	2.3147531E-5
				9)	endl	4800	3032	1.5462287E-5
			5)	ens	0	0	0.0
				1)	ens_	559	51214	2.6117597E-4
				2)	ensu	638	46480	2.37034E-4
				3)	ensi	778	41271	2.1046966E-4
				4)	ense	2194	14293	7.288999E-5
				5)	ensa	3607	6002	3.060839E-5
				6)	ensh	4594	3383	1.725228E-5
				7)	enso	8237	650	3.314804E-6
				8)	ens’	8960	484	2.468254E-6
			6)	env	0	0	0.0
				1)	envi	908	36948	1.8842366E-4
				2)	envo	9563	387	1.9735833E-6
				3)	enve	10515	268	1.3667192E-6
			7)	eni	0	0	0.0
				1)	enin	1377	24300	1.2392267E-4
				2)	enie	5097	2597	1.3243917E-5
				3)	enia	7008	1097	5.594369E-6
				4)	enic	7521	881	4.4928343E-6
				5)	enio	7718	812	4.1409553E-6
				6)	enit	9321	422	2.1520727E-6
				7)	enil	10999	228	1.1627312E-6
			8)	eng	0	0	0.0
				1)	engt	1743	19070	9.725125E-5
				2)	enge	1766	18883	9.6297605E-5
				3)	enga	4043	4769	2.4320463E-5
				4)	engi	5334	2291	1.1683409E-5
			9)	enl	0	0	0.0
				1)	enla	2102	14989	7.6439384E-5
				2)	enly	5348	2276	1.1606914E-5
				3)	enli	9020	474	2.417257E-6
			10)	ena	0	0	0.0
				1)	enab	2467	11974	6.106379E-5
				2)	enal	3514	6283	3.2041407E-5
				3)	enar	3975	4937	2.5177213E-5
				4)	enan	6304	1473	7.511856E-6
				5)	ena_	7099	1052	5.364883E-6
				6)	enat	7323	957	4.8804113E-6
				7)	enac	7366	944	4.8141155E-6
			11)	enu	0	0	0.0
				1)	enui	3226	7447	3.7977454E-5
				2)	enue	5336	2287	1.1663011E-5
			12)	enh	0	0	0.0
				1)	enha	3917	5092	2.5967665E-5
				2)	enho	5824	1855	9.459941E-6
			13)	eno	0	0	0.0
				1)	enor	3962	4974	2.53659E-5
				2)	enou	4172	4420	2.2540667E-5
				3)	enom	4675	3239	1.6517924E-5
				4)	enon	5656	1992	1.0158599E-5
				5)	enop	6565	1320	6.7316023E-6
				6)	enoc	7134	1041	5.308786E-6
				7)	enov	10078	316	1.6115048E-6
			14)	enf	0	0	0.0
				1)	enfo	4059	4711	2.4024679E-5
			15)	enj	0	0	0.0
				1)	enjo	4326	4059	2.0699676E-5
			16)	enn	0	0	0.0
				1)	enne	5449	2169	1.1061246E-5
				2)	enni	8028	716	3.651384E-6
			17)	eny	0	0	0.0
				1)	eny_	6983	1112	5.670865E-6
				2)	enyi	8866	505	2.5753477E-6
				3)	enye	9701	363	1.8511905E-6
			18)	en’	0	0	0.0
				1)	en’s	7737	806	4.110357E-6
			19)	enr	0	0	0.0
				1)	enri	7746	803	4.095058E-6
			20)	enq	0	0	0.0
				1)	enqu	8935	490	2.4988524E-6
			21)	enz	0	0	0.0
				1)	enza	9809	349	1.7797948E-6
		2)	em	0	0	0.0
			1)	eme	0	0	0.0
				1)	emen	27	229934	0.001172594
				2)	emel	2349	12966	6.612269E-5
				3)	emer	3142	7804	3.9798048E-5
				4)	emem	3659	5831	2.9736342E-5
				5)	eme_	3671	5796	2.9557852E-5
				6)	emed	4618	3338	1.7022794E-5
				7)	emes	4922	2833	1.4447446E-5
				8)	emea	10050	320	1.6319035E-6
			2)	ems	0	0	0.0
				1)	ems_	567	50543	2.5775406E-4
				2)	emse	2544	11392	5.8095768E-5
			3)	emp	0	0	0.0
				1)	empl	873	37987	1.9372226E-4
				2)	emph	2172	14469	7.378754E-5
				3)	empt	2229	14048	7.164056E-5
				4)	empo	4265	4210	2.146973E-5
				5)	empe	8228	652	3.3250035E-6
				6)	empi	9862	342	1.744097E-6
			4)	emo	0	0	0.0
				1)	emoc	898	37281	1.9012186E-4
				2)	emon	2527	11509	5.869243E-5
				3)	emov	3551	6186	3.1546737E-5
				4)	emor	5527	2100	1.07093665E-5
				5)	emot	5538	2092	1.0668569E-5
				6)	emos	5592	2037	1.0388086E-5
				7)	emog	5948	1749	8.919373E-6
				8)	emol	10582	261	1.3310213E-6
			5)	emb	0	0	0.0
				1)	embe	1129	30177	1.538936E-4
				2)	emba	4791	3052	1.556428E-5
				3)	embr	5762	1904	9.709826E-6
				4)	embl	6045	1668	8.5062975E-6
				5)	embo	9070	464	2.36626E-6
			6)	ema	0	0	0.0
				1)	emai	1709	19682	1.00372265E-4
				2)	eman	1931	17017	8.678157E-5
				3)	emar	3668	5800	2.9578252E-5
				4)	emat	3863	5225	2.6645925E-5
				5)	emal	6655	1279	6.5225145E-6
				6)	emak	9620	377	1.9225863E-6
				7)	emag	10023	322	1.6421029E-6
				8)	ema_	10127	311	1.5860062E-6
			7)	emi	0	0	0.0
				1)	emis	2591	11045	5.632617E-5
				2)	emin	2608	10950	5.5841698E-5
				3)	emic	3787	5424	2.7660764E-5
				4)	emit	5863	1830	9.332448E-6
				5)	emiu	7511	885	4.5132333E-6
				6)	emig	8927	491	2.503952E-6
				7)	emie	9800	350	1.7848945E-6
			8)	emn	0	0	0.0
				1)	emn_	5066	2632	1.34224065E-5
				2)	emne	6117	1615	8.236013E-6
				3)	emna	6996	1105	5.635167E-6
				4)	emni	7709	815	4.1562544E-6
				5)	emns	9167	449	2.2897646E-6
			9)	emy	0	0	0.0
				1)	emy_	8328	628	3.2026107E-6
			10)	emu	0	0	0.0
				1)	emun	8498	585	2.9833236E-6
			11)	emm	0	0	0.0
				1)	emma	9335	420	2.1418734E-6
		3)	ee	0	0	0.0
			1)	een	0	0	0.0
				1)	een_	33	209228	0.0010669997
				2)	eenh	5811	1867	9.521137E-6
				3)	eeni	7916	752	3.834973E-6
				4)	eent	8641	554	2.825233E-6
				5)	eens	10778	245	1.2494262E-6
				6)	eene	10800	243	1.2392268E-6
			2)	eed	0	0	0.0
				1)	eed_	116	120534	6.1468704E-4
				2)	eeds	1424	23635	1.20531375E-4
				3)	eedo	1721	19385	9.885766E-5
				4)	eede	2123	14848	7.572032E-5
				5)	eedi	3544	6195	3.1592634E-5
				6)	eedy	7771	795	4.0542604E-6
				7)	eedl	7949	740	3.7737768E-6
				8)	eedb	10980	229	1.167831E-6
			3)	eem	0	0	0.0
				1)	eeme	538	52497	2.6771886E-4
				2)	eems	2873	9142	4.6621444E-5
				3)	eem_	4166	4445	2.266816E-5
				4)	eemp	8827	513	2.6161454E-6
				5)	eemi	10073	317	1.6166044E-6
			4)	ees	0	0	0.0
				1)	ees_	1582	21205	1.0813911E-4
				2)	eest	7679	822	4.191952E-6
			5)	eet	0	0	0.0
				1)	eeti	2037	15686	7.999387E-5
				2)	eet_	2500	11697	5.9651175E-5
				3)	eets	4834	2974	1.51665035E-5
				4)	eetr	10383	283	1.4432147E-6
				5)	eeth	10519	267	1.3616195E-6
				6)	eete	10618	257	1.3106226E-6
			6)	eek	0	0	0.0
				1)	eek_	2488	11777	6.005915E-5
				2)	eeks	3183	7617	3.8844402E-5
				3)	eeki	4470	3693	1.8833187E-5
				4)	eeke	5083	2611	1.3315313E-5
				5)	eekl	10650	255	1.3004232E-6
			7)	eel	0	0	0.0
				1)	eel_	2496	11731	5.9824564E-5
				2)	eeli	5004	2712	1.3830382E-5
				3)	eely	6112	1618	8.2513125E-6
				4)	eels	6956	1124	5.7320613E-6
				5)	eele	9012	476	2.4274566E-6
			8)	eep	0	0	0.0
				1)	eep_	2656	10554	5.382222E-5
				2)	eepi	4301	4137	2.1097452E-5
				3)	eepe	5196	2460	1.2545259E-5
				4)	eepl	5807	1868	9.526237E-6
				5)	eeps	7994	726	3.702381E-6
			9)	eec	0	0	0.0
				1)	eech	3069	8133	4.1475847E-5
				2)	eece	11085	221	1.1270333E-6
			10)	eei	0	0	0.0
				1)	eein	3654	5847	2.9817937E-5
			11)	eer	0	0	0.0
				1)	eer_	5418	2198	1.12091375E-5
				2)	eeri	6581	1315	6.7061037E-6
				3)	eers	7129	1042	5.313886E-6
				4)	eere	10859	238	1.2137283E-6
			12)	eef	0	0	0.0
				1)	eef_	5817	1861	9.490539E-6
			13)	eea	0	0	0.0
				1)	eeab	8229	652	3.3250035E-6
			14)	eez	0	0	0.0
				1)	eeze	8418	605	3.0853175E-6
				2)	eezi	9315	423	2.1571725E-6
			15)	eex	0	0	0.0
				1)	eexa	9183	446	2.2744655E-6
			16)	eey	0	0	0.0
				1)	eeye	9246	434	2.2132692E-6
			17)	eew	0	0	0.0
				1)	eewa	10357	286	1.4585138E-6
			18)	eeu	0	0	0.0
				1)	eeur	11291	206	1.0505379E-6
		4)	er	0	0	0.0
			1)	ers	0	0	0.0
				1)	ers_	35	204101	0.0010408536
				2)	erst	1480	22795	1.16247626E-4
				3)	erso	1615	20765	1.0589524E-4
				4)	ersi	1952	16850	8.592992E-5
				5)	ersh	2067	15294	7.799479E-5
				6)	erse	3350	6932	3.535111E-5
				7)	ersp	3550	6187	3.1551834E-5
				8)	ersa	3783	5439	2.773726E-5
				9)	ersu	5543	2088	1.064817E-5
				10)	ers’	7697	818	4.1715534E-6
				11)	ersy	9090	461	2.350961E-6
				12)	ersc	11223	212	1.0811361E-6
			2)	ere	0	0	0.0
				1)	ere_	42	190880	9.7343046E-4
				2)	eren	456	57880	2.9517055E-4
				3)	eres	867	38228	1.9495128E-4
				4)	ered	1116	30428	1.5517362E-4
				5)	erel	3371	6862	3.4994133E-5
				6)	ereb	3701	5687	2.9001985E-5
				7)	erei	4216	4334	2.2102093E-5
				8)	erea	6636	1287	6.563312E-6
				9)	ereq	6691	1257	6.410321E-6
				10)	ereg	6738	1233	6.2879285E-6
				11)	erer	8173	666	3.3963993E-6
				12)	ereo	8348	621	3.1669128E-6
				13)	erem	8969	483	2.4631545E-6
				14)	eref	10658	255	1.3004232E-6
				15)	eret	10830	241	1.2290274E-6
				16)	erec	11003	227	1.1576316E-6
				17)	erex	11041	225	1.1474322E-6
			3)	ery	0	0	0.0
				1)	ery_	144	108528	5.534601E-4
				2)	eryo	2787	9602	4.8967304E-5
				3)	eryt	2973	8635	4.4035896E-5
				4)	eryb	5677	1975	1.0071904E-5
				5)	eryw	6843	1182	6.0278435E-6
				6)	eryd	7251	991	5.053801E-6
			4)	era	0	0	0.0
				1)	erat	202	91497	4.666071E-4
				2)	eral	426	59869	3.0531385E-4
				3)	erab	2192	14300	7.2925686E-5
				4)	erag	4261	4220	2.1520727E-5
				5)	eran	4534	3538	1.8042734E-5
				6)	erac	6076	1646	8.394104E-6
				7)	erad	6247	1515	7.726043E-6
				8)	era_	6509	1354	6.904992E-6
				9)	erar	7559	865	4.4112394E-6
				10)	erap	7987	728	3.7125806E-6
				11)	eras	10098	314	1.6013054E-6
			5)	ern	0	0	0.0
				1)	erna	326	68442	3.4903357E-4
				2)	ernm	1179	28985	1.4781476E-4
				3)	ern_	1430	23540	1.20046905E-4
				4)	erne	1525	22088	1.1264214E-4
				5)	erni	1759	18946	9.661889E-5
				6)	erns	2135	14726	7.509816E-5
				7)	erno	5238	2407	1.2274974E-5
			6)	eri	0	0	0.0
				1)	erio	772	41441	2.113366E-4
				2)	erin	1310	25639	1.3075117E-4
				3)	erie	1379	24257	1.2370339E-4
				4)	eria	1910	17251	8.79749E-5
				5)	erit	3108	7963	4.06089E-5
				6)	eris	4295	4148	2.115355E-5
				7)	erim	4956	2791	1.4233258E-5
				8)	eriv	6102	1626	8.29211E-6
				9)	erif	6229	1531	7.807638E-6
				10)	eric	6754	1226	6.2522304E-6
				11)	erip	7059	1071	5.461777E-6
				12)	eril	9361	416	2.1214746E-6
				13)	eriz	10526	267	1.3616195E-6
			7)	erv	0	0	0.0
				1)	ervi	821	39683	2.0237133E-4
				2)	erve	1156	29476	1.5031871E-4
				3)	erva	2756	9855	5.0257528E-5
				4)	ervo	10340	287	1.4636134E-6
			8)	erg	0	0	0.0
				1)	ergy	1093	30894	1.575501E-4
				2)	erge	2495	11735	5.9844962E-5
				3)	ergi	4565	3461	1.7650056E-5
				4)	ergo	4992	2731	1.3927277E-5
				5)	ergr	8408	606	3.0904173E-6
			9)	ert	0	0	0.0
				1)	erta	1224	27726	1.4139424E-4
				2)	erty	2443	12213	6.228262E-5
				3)	erti	2671	10462	5.3353047E-5
				4)	ert_	4146	4490	2.2897646E-5
				5)	erts	4536	3536	1.8032533E-5
				6)	erte	4931	2822	1.4391349E-5
				7)	erto	6603	1303	6.644907E-6
				8)	ertu	9111	457	2.3305622E-6
				9)	erth	9712	362	1.8460909E-6
			10)	erm	0	0	0.0
				1)	erms	1455	23104	1.1782344E-4
				2)	ermi	1744	19055	9.717476E-5
				3)	erm_	1937	16988	8.663368E-5
				4)	erma	3905	5120	2.6110456E-5
				5)	erme	4197	4374	2.2306082E-5
				6)	ermo	5885	1814	9.2508535E-6
			11)	err	0	0	0.0
				1)	erro	1786	18608	9.489519E-5
				2)	erri	2175	14419	7.353255E-5
				3)	erre	2725	10117	5.159365E-5
				4)	erru	7162	1027	5.2373903E-6
				5)	erra	7429	918	4.6815235E-6
				6)	erry	9397	411	2.095976E-6
			12)	erp	0	0	0.0
				1)	erpr	2257	13806	7.040644E-5
				2)	erpe	5919	1786	9.108062E-6
				3)	erpa	6888	1161	5.92075E-6
				4)	erpi	7152	1032	5.262889E-6
				5)	erpo	9334	420	2.1418734E-6
				6)	erpl	11084	221	1.1270333E-6
			13)	erh	0	0	0.0
				1)	erha	2337	13120	6.690805E-5
				2)	erho	9265	432	2.2030697E-6
			14)	erc	0	0	0.0
				1)	erci	2614	10894	5.5556116E-5
				2)	erce	3758	5537	2.8237031E-5
				3)	erco	4067	4680	2.3866589E-5
				4)	ercu	4924	2830	1.4432147E-5
				5)	erca	9526	392	1.9990819E-6
				6)	erch	9542	390	1.9888823E-6
				7)	ercy	10121	312	1.591106E-6
				8)	ercr	10730	249	1.2698249E-6
			15)	ero	0	0	0.0
				1)	erou	2709	10179	5.1909832E-5
				2)	erog	5140	2536	1.29328355E-5
				3)	erop	6768	1222	6.231832E-6
				4)	eros	6961	1121	5.716762E-6
				5)	ero_	7183	1015	5.176194E-6
				6)	erod	9509	395	2.014381E-6
				7)	eroi	10043	321	1.6370033E-6
			16)	erl	0	0	0.0
				1)	erly	2715	10159	5.1807838E-5
				2)	erli	4325	4059	2.0699676E-5
				3)	erlo	6116	1615	8.236013E-6
				4)	erla	8061	702	3.5799883E-6
				5)	erle	8808	517	2.6365442E-6
			17)	erf	0	0	0.0
				1)	erfe	3172	7665	3.908919E-5
				2)	erfo	4313	4097	2.0893465E-5
				3)	erfu	4688	3207	1.6354734E-5
				4)	erfi	8371	614	3.131215E-6
				5)	erfl	8521	580	2.9578252E-6
				6)	erfr	10173	306	1.5605077E-6
				7)	erfa	11343	202	1.0301391E-6
			18)	erd	0	0	0.0
				1)	erda	3602	6017	3.0684885E-5
				2)	erde	7110	1049	5.3495837E-6
				3)	erdi	8723	535	2.7283388E-6
				4)	erdu	9238	436	2.2234685E-6
			19)	erb	0	0	0.0
				1)	erba	5655	1993	1.0163699E-5
				2)	erbi	10322	289	1.4738129E-6
				3)	erb_	10693	252	1.2851241E-6
				4)	erbo	10785	245	1.2494262E-6
			20)	erw	0	0	0.0
				1)	erwa	5825	1854	9.454841E-6
				2)	erwh	6860	1174	5.9870463E-6
				3)	erwe	10126	311	1.5860062E-6
				4)	erwi	10321	289	1.4738129E-6
				5)	erwo	10784	245	1.2494262E-6
			21)	eru	0	0	0.0
				1)	erup	10246	297	1.5146105E-6
				2)	erus	10729	249	1.2698249E-6
			22)	er’	0	0	0.0
				1)	er’s	10657	255	1.3004232E-6
		5)	ec	0	0	0.0
			1)	ect	0	0	0.0
				1)	ecti	45	183024	9.3336724E-4
				2)	ect_	126	115013	5.8653165E-4
				3)	ects	797	40477	2.064205E-4
				4)	ecto	879	37771	1.9262072E-4
				5)	ecte	948	35357	1.8031005E-4
				6)	ectl	2610	10916	5.5668308E-5
				7)	ectr	3185	7613	3.8824004E-5
				8)	ecta	3943	5013	2.5564788E-5
				9)	ectu	4611	3350	1.708399E-5
				10)	ectf	9574	385	1.963384E-6
			2)	eco	0	0	0.0
				1)	econ	128	114107	5.819113E-4
				2)	ecom	814	39967	2.0381965E-4
				3)	ecog	1891	17474	8.911213E-5
				4)	ecor	4088	4627	2.3596305E-5
				5)	ecov	4117	4565	2.3280123E-5
				6)	ecol	5124	2552	1.3014431E-5
				7)	ecou	6365	1439	7.3384663E-6
				8)	ecos	7304	967	4.9314085E-6
			3)	eci	0	0	0.0
				1)	ecis	533	53121	2.7090107E-4
				2)	ecia	958	35086	1.7892802E-4
				3)	ecif	1267	26855	1.3695241E-4
				4)	ecid	2106	14952	7.625069E-5
				5)	ecip	5268	2367	1.20709865E-5
				6)	ecie	5456	2158	1.100515E-5
				7)	ecit	6550	1326	6.7622004E-6
				8)	ecio	9168	449	2.2897646E-6
			4)	ece	0	0	0.0
				1)	eces	961	35001	1.7849455E-4
				2)	ecen	1411	23776	1.21250436E-4
				3)	ecei	2059	15408	7.857616E-5
				4)	eced	4603	3373	1.7201282E-5
				5)	ece_	5523	2102	1.07195665E-5
				6)	ecep	6765	1223	6.2369313E-6
			5)	ecu	0	0	0.0
				1)	ecur	1002	33729	1.7200773E-4
				2)	ecut	3293	7140	3.6411846E-5
				3)	ecul	4893	2890	1.4738129E-5
			6)	ech	0	0	0.0
				1)	echn	1316	25510	1.300933E-4
				2)	echa	2910	8972	4.5754496E-5
				3)	ech_	3555	6164	3.143454E-5
				4)	eche	5337	2286	1.1657911E-5
				5)	echo	7464	905	4.615227E-6
			7)	ecl	0	0	0.0
				1)	ecla	2789	9585	4.888061E-5
				2)	ecli	5828	1848	9.424243E-6
				3)	eclu	11137	218	1.1117343E-6
			8)	ecr	0	0	0.0
				1)	ecre	3770	5483	2.7961647E-5
				2)	ecru	7038	1084	5.5280734E-6
			9)	eca	0	0	0.0
				1)	ecad	4852	2951	1.5049211E-5
				2)	ecal	4878	2914	1.4860521E-5
				3)	ecas	6035	1675	8.541995E-6
				4)	ecam	6115	1617	8.246213E-6
				5)	ecau	6138	1590	8.108521E-6
				6)	ecar	7725	810	4.1307558E-6
			10)	eck	0	0	0.0
				1)	eck_	5244	2399	1.2234177E-5
				2)	ecks	5586	2048	1.0444182E-5
				3)	ecke	7902	756	3.855372E-6
				4)	ecki	8535	577	2.942526E-6
				5)	eckl	9910	336	1.7134987E-6
			11)	ecy	0	0	0.0
				1)	ecyc	6331	1463	7.460859E-6
				2)	ecy_	8694	541	2.758937E-6
		6)	es	0	0	0.0
			1)	ess	0	0	0.0
				1)	ess_	58	168695	8.602936E-4
				2)	essi	455	57987	2.9571622E-4
				3)	esse	473	57023	2.9080012E-4
				4)	essa	874	37982	1.9369675E-4
				5)	essu	3022	8424	4.2959862E-5
				6)	essf	3037	8339	4.2526386E-5
				7)	essm	3041	8293	4.22918E-5
				8)	esso	4189	4384	2.2357079E-5
				9)	essl	5856	1835	9.3579465E-6
				10)	essn	8538	576	2.9374264E-6
				11)	essr	10677	253	1.2902237E-6
			2)	est	0	0	0.0
				1)	esti	217	85226	4.346269E-4
				2)	est_	236	81514	4.1569682E-4
				3)	esta	1155	29583	1.5086438E-4
				4)	ests	1341	24890	1.269315E-4
				5)	estr	1598	21051	1.0735376E-4
				6)	este	1698	19774	1.0084144E-4
				7)	estm	2422	12339	6.292518E-5
				8)	esto	3131	7849	4.0027535E-5
				9)	esty	6548	1328	6.7723995E-6
				10)	estl	7365	944	4.8141155E-6
				11)	estu	7928	747	3.8094747E-6
			3)	ese	0	0	0.0
				1)	esen	356	64899	3.3096533E-4
				2)	esea	1831	18089	9.224845E-5
				3)	eser	2091	15057	7.6786164E-5
				4)	esee	6110	1620	8.2615115E-6
				5)	ese_	7096	1053	5.369983E-6
				6)	esel	7851	773	3.942067E-6
				7)	eset	7864	769	3.9216684E-6
				8)	esem	10602	259	1.320822E-6
			4)	esp	0	0	0.0
				1)	espo	489	56087	2.860268E-4
				2)	espe	509	55128	2.811362E-4
				3)	espi	2829	9365	4.7758676E-5
				4)	espr	5998	1704	8.689886E-6
				5)	espa	8837	511	2.605946E-6
			5)	eso	0	0	0.0
				1)	esol	813	40047	2.0422763E-4
				2)	esou	1641	20413	1.04100145E-4
				3)	esor	6925	1140	5.813656E-6
				4)	esom	10998	228	1.1627312E-6
			6)	esu	0	0	0.0
				1)	esul	938	35698	1.8204904E-4
				2)	esum	4543	3523	1.7966238E-5
				3)	esup	9595	381	1.9429851E-6
				4)	esur	10924	234	1.1933295E-6
			7)	esi	0	0	0.0
				1)	esid	1731	19249	9.81641E-5
				2)	esio	2927	8867	4.5219025E-5
				3)	esig	3211	7498	3.823754E-5
				4)	esir	3272	7236	3.690142E-5
				5)	esis	4822	2991	1.5253198E-5
				6)	esit	6195	1558	7.94533E-6
				7)	esiv	9360	416	2.1214746E-6
			8)	esc	0	0	0.0
				1)	escr	3540	6202	3.162833E-5
				2)	esca	4535	3536	1.8032533E-5
				3)	escu	7434	915	4.666224E-6
				4)	esce	8437	599	3.0547194E-6
			9)	esh	0	0	0.0
				1)	esh_	5666	1985	1.0122902E-5
				2)	esho	5803	1876	9.567035E-6
				3)	eshi	10097	314	1.6013054E-6
				4)	esha	10783	245	1.2494262E-6
			10)	es’	0	0	0.0
				1)	es’_	7233	998	5.089499E-6
			11)	esa	0	0	0.0
				1)	esal	9152	451	2.299964E-6
			12)	esm	0	0	0.0
				1)	esma	9855	343	1.7491966E-6
			13)	esy	0	0	0.0
				1)	esy_	10295	292	1.4891119E-6
		7)	el	0	0	0.0
			1)	ely	0	0	0.0
				1)	ely_	94	133694	6.817991E-4
				2)	elyi	9557	388	1.978683E-6
			2)	elo	0	0	0.0
				1)	elop	270	75705	3.8607267E-4
				2)	elon	4105	4585	2.3382117E-5
				3)	elow	6047	1666	8.4960975E-6
				4)	eloc	6149	1585	8.083022E-6
				5)	eloq	10720	250	1.2749247E-6
			3)	eli	0	0	0.0
				1)	elie	466	57323	2.9233002E-4
				2)	elin	2517	11575	5.902901E-5
				3)	elig	2661	10516	5.362843E-5
				4)	elim	3710	5670	2.891529E-5
				5)	eliv	3939	5025	2.5625985E-5
				6)	elia	4867	2927	1.4926818E-5
				7)	elib	5308	2325	1.1856799E-5
				8)	elic	6354	1448	7.3843635E-6
				9)	elih	7382	938	4.7835174E-6
				10)	elit	8011	722	3.6819824E-6
			4)	ela	0	0	0.0
				1)	elat	565	50615	2.5812123E-4
				2)	elay	3457	6507	3.318374E-5
				3)	elan	7667	826	4.212351E-6
				4)	elau	8067	700	3.569789E-6
				5)	elax	8307	634	3.2332089E-6
				6)	elab	8622	557	2.840532E-6
				7)	elap	10507	269	1.3718189E-6
				8)	elaw	10872	237	1.2086285E-6
				9)	elag	11372	200	1.0199398E-6
			5)	ell	0	0	0.0
				1)	ell_	583	49667	2.5328674E-4
				2)	elle	1935	16992	8.665408E-5
				3)	elli	2554	11296	5.7606194E-5
				4)	ello	3095	8049	4.1047475E-5
				5)	ells	5695	1964	1.0015808E-5
				6)	ellb	6502	1358	6.9253906E-6
				7)	ella	6948	1127	5.7473603E-6
				8)	ellk	8036	714	3.6411848E-6
				9)	ellf	8739	531	2.70794E-6
				10)	elld	9908	336	1.7134987E-6
			6)	ele	0	0	0.0
				1)	elec	1068	31901	1.6268548E-4
				2)	elev	2707	10193	5.1981227E-5
				3)	elem	2975	8615	4.3933902E-5
				4)	eleg	3281	7199	3.671273E-5
				5)	elea	4410	3868	1.9725634E-5
				6)	eles	5231	2416	1.2320872E-5
				7)	eleb	6123	1606	8.190116E-6
				8)	elet	6336	1461	7.4506597E-6
				9)	eler	6425	1407	7.1752756E-6
				10)	elep	6584	1313	6.695904E-6
				11)	elen	9737	358	1.825692E-6
				12)	eled	10336	288	1.4687132E-6
			7)	elf	0	0	0.0
				1)	elf_	1271	26738	1.3635574E-4
				2)	elfa	4628	3325	1.6956497E-5
				3)	elfe	6118	1614	8.230913E-6
				4)	elfd	7341	951	4.849813E-6
				5)	elfr	7964	734	3.7431787E-6
				6)	elfs	8029	716	3.651384E-6
				7)	elfi	8292	637	3.248508E-6
				8)	elfc	8860	506	2.5804475E-6
				9)	elfh	11324	203	1.0352388E-6
			8)	elc	0	0	0.0
				1)	elco	1343	24880	1.268805E-4
			9)	eld	0	0	0.0
				1)	eld_	1544	21730	1.1081645E-4
				2)	elds	4934	2818	1.437095E-5
				3)	elde	5831	1846	9.414043E-6
			10)	elp	0	0	0.0
				1)	elp_	1565	21489	1.09587425E-4
				2)	elpi	4766	3105	1.5834565E-5
				3)	elpe	5485	2138	1.0903155E-5
				4)	elpf	6329	1464	7.465959E-6
				5)	elps	6818	1192	6.0788407E-6
				6)	elpl	10624	257	1.3106226E-6
			11)	elv	0	0	0.0
				1)	elve	1609	20849	1.0632361E-4
			12)	els	0	0	0.0
				1)	els_	1845	17926	9.14172E-5
				2)	else	3404	6729	3.431587E-5
			13)	elt	0	0	0.0
				1)	elt_	4803	3023	1.5416388E-5
				2)	elte	9486	398	2.02968E-6
				3)	elty	10341	287	1.4636134E-6
				4)	elts	11147	218	1.1117343E-6
			14)	elm	0	0	0.0
				1)	elmi	7113	1048	5.344484E-6
			15)	elu	0	0	0.0
				1)	eluc	7498	890	4.538732E-6
				2)	elud	10488	271	1.3820184E-6
		8)	ep	0	0	0.0
			1)	epo	0	0	0.0
				1)	epor	111	123723	6.3095003E-4
				2)	epos	7712	814	4.151155E-6
				3)	epop	11042	225	1.1474322E-6
			2)	epr	0	0	0.0
				1)	epre	1057	32228	1.6435308E-4
				2)	epro	5265	2369	1.2081186E-5
				3)	epri	5560	2075	1.0581874E-5
			3)	epa	0	0	0.0
				1)	epar	1279	26583	1.355653E-4
				2)	epai	7198	1012	5.160895E-6
				3)	epan	8268	642	3.2740065E-6
				4)	epat	8553	571	2.9119278E-6
				5)	epay	9573	385	1.963384E-6
			4)	ept	0	0	0.0
				1)	ept_	1568	21440	1.0933754E-4
				2)	epta	2365	12865	6.560762E-5
				3)	epti	2555	11280	5.75246E-5
				4)	epte	3649	5864	2.9904631E-5
				5)	epth	5684	1972	1.0056606E-5
				6)	epts	5902	1800	9.179457E-6
			5)	epe	0	0	0.0
				1)	epen	1569	21431	1.0929164E-4
				2)	epea	3001	8508	4.3388234E-5
				3)	eper	5428	2188	1.115814E-5
				4)	epet	9587	382	1.948085E-6
				5)	epes	10603	259	1.320822E-6
			6)	eps	0	0	0.0
				1)	eps_	3531	6232	3.178132E-5
				2)	epse	11121	220	1.1219337E-6
			7)	epl	0	0	0.0
				1)	eply	3547	6192	3.1577332E-5
