Italian	4	205693006	11141
				6)	mpiu	3186	10597	3.0941777E-5
				7)	mpin	7118	1236	3.6089496E-6
				8)	mpim	7189	1200	3.5038345E-6
				9)	mpic	7863	868	2.5344402E-6
				10)	mpir	8486	638	1.8628721E-6
				11)	mpil	8794	554	1.6176036E-6
				12)	mpis	9383	417	1.2175825E-6
			5)	mpe	0	0	0.0
				1)	mpeg	1313	37156	1.084904E-4
				2)	mpet	1433	33843	9.88169E-5
				3)	mped	3519	8484	2.4772111E-5
				4)	mper	3910	6660	1.9446283E-5
				5)	mpen	4453	4895	1.4292726E-5
				6)	mpes	5342	2960	8.642792E-6
				7)	mpe_	6910	1336	3.900936E-6
				8)	mpel	10175	303	8.8471825E-7
			6)	mpa	0	0	0.0
				1)	mpat	2477	16123	4.7076937E-5
				2)	mpag	2819	13039	3.807208E-5
				3)	mpar	3242	10269	2.9984065E-5
				4)	mpa_	4859	3866	1.1288187E-5
				5)	mpan	8143	747	2.181137E-6
				6)	mpaz	8289	699	2.0409836E-6
				7)	mpas	8703	582	1.6993598E-6
				8)	mpai	9131	468	1.3664954E-6
				9)	mpad	11037	208	6.0733134E-7
			7)	mpu	0	0	0.0
				1)	mput	5874	2243	6.549251E-6
				2)	mpul	6129	1964	5.734609E-6
				3)	mpun	7537	1009	2.946141E-6
		3)	mo	0	0	0.0
			1)	mol	0	0	0.0
				1)	molt	310	117012	3.4165892E-4
				2)	mola	5542	2674	7.807711E-6
				3)	molo	6072	2024	5.909801E-6
				4)	mole	7486	1033	3.0162175E-6
				5)	moli	7522	1015	2.96366E-6
				6)	mold	9179	459	1.3402167E-6
			2)	mod	0	0	0.0
				1)	modo	557	76937	2.2464544E-4
				2)	modi	1912	23835	6.959491E-5
				3)	mode	2337	17734	5.1780837E-5
				4)	moda	4032	6245	1.823454E-5
				5)	modu	7451	1047	3.0570957E-6
			3)	mon	0	0	0.0
				1)	mond	1175	42136	1.230313E-4
				2)	moni	2036	21811	6.368511E-5
				3)	mone	2528	15568	4.5456414E-5
				4)	mono	4636	4463	1.3031345E-5
				5)	mont	4780	4057	1.1845881E-5
				6)	mona	9314	432	1.2613805E-6
				7)	monu	10517	259	7.562443E-7
			4)	moc	0	0	0.0
				1)	mocr	1206	40761	1.190165E-4
				2)	moci	6538	1604	4.683459E-6
			5)	mos	0	0	0.0
				1)	most	1480	32828	9.585323E-5
				2)	moss	4941	3700	1.080349E-5
				3)	mosf	6578	1579	4.6104624E-6
				4)	mose	7482	1035	3.0220574E-6
				5)	mosa	8950	509	1.4862098E-6
				6)	moso	9184	458	1.3372969E-6
				7)	mosi	9897	340	9.927531E-7
				8)	mosc	10843	227	6.628087E-7
			6)	mom	0	0	0.0
				1)	mome	1506	31939	9.325748E-5
			7)	mot	0	0	0.0
				1)	moti	1551	30839	9.004563E-5
				2)	moto	4863	3851	1.12443895E-5
				3)	mott	9138	467	1.3635756E-6
				4)	mote	10485	262	7.650039E-7
				5)	motr	10628	248	7.241258E-7
			8)	mob	0	0	0.0
				1)	mobi	2767	13430	3.9213748E-5
			9)	moz	0	0	0.0
				1)	mozi	3294	9870	2.8819039E-5
			10)	mor	0	0	0.0
				1)	mort	3353	9486	2.7697812E-5
				2)	mora	4359	5140	1.5008091E-5
				3)	mori	4731	4175	1.2190424E-5
				4)	more	5182	3206	9.361078E-6
				5)	morb	7519	1016	2.96658E-6
				6)	moro	9042	489	1.4278125E-6
			11)	mov	0	0	0.0
				1)	movi	4913	3746	1.0937803E-5
				2)	move	11004	211	6.160909E-7
			12)	mog	0	0	0.0
				1)	mogr	5863	2251	6.57261E-6
				2)	moge	8121	757	2.2103357E-6
				3)	mogl	9315	432	1.2613805E-6
			13)	mof	0	0	0.0
				1)	mofo	9909	338	9.869134E-7
			14)	mo”	0	0	0.0
				1)	mo”_	10424	270	7.883628E-7
		4)	mb	0	0	0.0
			1)	mbr	0	0	0.0
				1)	mbri	373	101738	2.9706093E-4
				2)	mbra	2107	20826	6.080905E-5
				3)	mbre	2474	16130	4.7097376E-5
				4)	mbro	2518	15621	4.5611167E-5
			2)	mbi	0	0	0.0
				1)	mbie	1267	38463	1.12306654E-4
				2)	mbit	1581	30341	8.8591536E-5
				3)	mbia	1894	24205	7.067526E-5
				4)	mbin	2735	13720	4.006051E-5
				5)	mbio	3231	10328	3.0156336E-5
				6)	mbiz	3571	8250	2.4088862E-5
				7)	mbi_	3624	7998	2.3353057E-5
				8)	mbig	6899	1341	3.915535E-6
				9)	mbis	10994	212	6.190108E-7
			3)	mbl	0	0	0.0
				1)	mble	3099	11145	3.2541862E-5
			4)	mba	0	0	0.0
				1)	mbat	3633	7922	2.3131148E-5
				2)	mbar	4884	3798	1.1089636E-5
				3)	mbas	7233	1179	3.4425175E-6
				4)	mbal	8175	736	2.1490184E-6
				5)	mba_	9286	437	1.2759798E-6
			5)	mbe	0	0	0.0
				1)	mbe_	4372	5113	1.49292555E-5
				2)	mbed	9034	491	1.4336523E-6
				3)	mber	10091	313	9.1391684E-7
			6)	mbo	0	0	0.0
				1)	mbol	5495	2733	7.979983E-6
				2)	mbor	6542	1602	4.677619E-6
				3)	mboc	8110	760	2.2190952E-6
				4)	mbo_	8395	667	1.947548E-6
				5)	mbog	10761	234	6.832477E-7
				6)	mbos	10849	226	6.598888E-7
			7)	mbu	0	0	0.0
				1)	mbus	5615	2561	7.4777668E-6
				2)	mbur	7850	873	2.5490397E-6
		5)	mi	0	0	0.0
			1)	mis	0	0	0.0
				1)	miss	520	81160	2.36976E-4
				2)	misu	1008	48731	1.422878E-4
				3)	mist	4740	4154	1.2129108E-5
				4)	mism	5754	2351	6.864596E-6
				5)	mise	7066	1260	3.6790263E-6
				6)	misc	8736	573	1.673081E-6
				7)	mis_	9748	359	1.0482305E-6
			2)	min	0	0	0.0
				1)	mina	527	80652	2.3549273E-4
				2)	mini	665	67237	1.9632277E-4
				3)	mine	1869	24627	7.1907445E-5
				4)	mino	2424	16628	4.855147E-5
				5)	minu	3508	8565	2.500862E-5
				6)	minc	4022	6274	1.8319215E-5
				7)	ming	7876	859	2.5081615E-6
			3)	mig	0	0	0.0
				1)	migl	710	64377	1.8797196E-4
				2)	migr	2374	17232	5.0315066E-5
			4)	mio	0	0	0.0
				1)	mio_	947	51219	1.4955242E-4
				2)	mion	9331	428	1.249701E-6
				3)	miop	9615	380	1.1095476E-6
			5)	mil	0	0	0.0
				1)	mili	1009	48727	1.4227613E-4
				2)	mile	4168	5773	1.6856364E-5
				3)	mill	6620	1543	4.505347E-6
				4)	mila	7185	1201	3.5067544E-6
				5)	milm	10760	234	6.832477E-7
			6)	mia	0	0	0.0
				1)	mia_	1194	41445	1.2101368E-4
				2)	miam	5769	2340	6.8324775E-6
				3)	miar	7322	1127	3.2906846E-6
				4)	miat	8344	680	1.9855063E-6
				5)	mian	8858	538	1.5708858E-6
				6)	miab	9606	382	1.1153874E-6
			7)	mic	0	0	0.0
				1)	mica	1533	31271	9.130701E-5
				2)	mico	2229	19281	5.629786E-5
				3)	mici	2373	17248	5.036178E-5
				4)	mich	3028	11580	3.3812004E-5
				5)	micr	6324	1785	5.211954E-6
			8)	mit	0	0	0.0
				1)	mita	1851	24910	7.273377E-5
				2)	mite	3092	11183	3.2652817E-5
				3)	mità	3180	10630	3.1038133E-5
				4)	miti	3976	6444	1.8815592E-5
				5)	mitt	7828	880	2.5694787E-6
				6)	mitr	8171	737	2.1519384E-6
				7)	mito	8567	614	1.7927954E-6
			9)	mir	0	0	0.0
				1)	mira	3154	10767	3.1438154E-5
				2)	miri	8351	678	1.9796664E-6
				3)	mire	9326	429	1.2526209E-6
			10)	mie	0	0	0.0
				1)	mie_	3626	7970	2.3271301E-5
				2)	miei	3686	7635	2.2293147E-5
				3)	mier	8668	590	1.7227187E-6
				4)	miel	9776	356	1.0394709E-6
				5)	miet	10546	256	7.474847E-7
			11)	miz	0	0	0.0
				1)	mizz	6488	1645	4.8031734E-6
			12)	mid	0	0	0.0
				1)	mida	7727	924	2.6979526E-6
				2)	mide	9646	375	1.0949483E-6
				3)	midi	10260	291	8.496799E-7
			13)	mib	0	0	0.0
				1)	mibi	9120	470	1.3723352E-6
			14)	mix	0	0	0.0
				1)	mix_	9415	414	1.2088229E-6
		6)	mu	0	0	0.0
			1)	mun	0	0	0.0
				1)	muni	538	79185	2.3120928E-4
				2)	mune	1383	35150	1.0263315E-4
				3)	munq	2915	12313	3.5952264E-5
				4)	muna	7849	873	2.5490397E-6
			2)	muo	0	0	0.0
				1)	muov	2206	19530	5.7024907E-5
				2)	muoi	8094	765	2.2336944E-6
				3)	muor	10595	250	7.299655E-7
			3)	mul	0	0	0.0
				1)	mula	2723	13810	4.0323295E-5
				2)	mult	3656	7804	2.2786604E-5
				3)	mule	8716	578	1.6876803E-6
				4)	mulo	9234	447	1.3051783E-6
				5)	muli	10047	319	9.3143603E-7
				6)	mulg	10288	287	8.3800046E-7
			4)	mut	0	0	0.0
				1)	muta	5547	2664	7.778513E-6
				2)	mutu	7836	879	2.5665588E-6
				3)	muti	8549	619	1.8073947E-6
			5)	mus	0	0	0.0
				1)	musu	7105	1239	3.6177091E-6
				2)	musi	8591	609	1.7781961E-6
				3)	muse	11061	207	6.0441147E-7
			6)	mur	0	0	0.0
				1)	muro	7498	1029	3.004538E-6
				2)	mura	10161	305	8.9055794E-7
			7)	muc	0	0	0.0
				1)	mucc	8684	586	1.7110392E-6
		7)	ma	0	0	0.0
			1)	man	0	0	0.0
				1)	mani	619	71626	2.0913804E-4
				2)	mand	1081	45791	1.337034E-4
				3)	mane	2063	21325	6.226606E-5
				4)	mant	2106	20827	6.081197E-5
				5)	manc	2390	17017	4.9687293E-5
				6)	mana	2594	14885	4.3462147E-5
				7)	mano	2847	12788	3.7339196E-5
				8)	mang	4196	5692	1.6619855E-5
				9)	manu	7924	838	2.4468445E-6
				10)	man_	8652	594	1.7343981E-6
				11)	mans	9830	349	1.0190319E-6
				12)	manz	10651	246	7.1828606E-7
			2)	mag	0	0	0.0
				1)	magg	683	66221	1.9335619E-4
				2)	magi	3950	6507	1.8999543E-5
				3)	maga	6365	1751	5.1126785E-6
				4)	magn	7930	836	2.4410047E-6
				5)	mago	9143	466	1.3606558E-6
				6)	magl	10318	283	8.26321E-7
			3)	mat	0	0	0.0
				1)	mati	934	51523	1.5044006E-4
				2)	mate	1033	47551	1.3884237E-4
				3)	mato	1056	46681	1.3630209E-4
				4)	mata	4210	5666	1.654394E-5
				5)	matt	4882	3801	1.1098396E-5
				6)	matu	5446	2808	8.198973E-6
				7)	matr	6778	1423	4.154964E-6
			4)	maz	0	0	0.0
				1)	mazi	943	51386	1.5004004E-4
			5)	mar	0	0	0.0
				1)	mare	1797	25818	7.5385E-5
				2)	mari	2720	13818	4.0346655E-5
				3)	marc	4296	5346	1.5609583E-5
				4)	marg	4451	4902	1.4313164E-5
				5)	marz	4501	4788	1.39803E-5
				6)	marm	5956	2151	6.2806234E-6
				7)	mars	6032	2055	6.0003167E-6
				8)	marr	6652	1505	4.3943924E-6
				9)	marl	7082	1249	3.6469078E-6
				10)	mart	7373	1095	3.197249E-6
				11)	maro	8750	569	1.6614016E-6
				12)	mark	8878	534	1.5592063E-6
				13)	marv	9342	426	1.2438612E-6
				14)	mara	10969	215	6.2777036E-7
			6)	mai	0	0	0.0
				1)	mai_	2105	20837	6.084117E-5
				2)	main	9600	384	1.1212271E-6
				3)	mais	10322	282	8.2340114E-7
				4)	mail	11065	206	6.014916E-7
			7)	mas	0	0	0.0
				1)	mass	2156	20217	5.9030852E-5
				2)	mast	4750	4119	1.2026912E-5
				3)	masc	7568	993	2.8994232E-6
			8)	mam	0	0	0.0
				1)	mame	2354	17545	5.122898E-5
				2)	mamm	9560	390	1.1387463E-6
			9)	mal	0	0	0.0
				1)	mali	2750	13585	3.9666327E-5
				2)	male	3264	10081	2.943513E-5
				3)	mala	3500	8586	2.5069936E-5
				4)	malg	5645	2510	7.328854E-6
				5)	malt	5977	2119	6.187188E-6
				6)	malm	6568	1584	4.6250616E-6
				7)	mal_	8784	557	1.6263632E-6
				8)	malc	10931	218	6.3652993E-7
			10)	mac	0	0	0.0
				1)	mace	5673	2465	7.19746E-6
				2)	maci	5996	2100	6.1317105E-6
				3)	macr	6255	1846	5.3900653E-6
				4)	macc	6505	1632	4.765215E-6
				5)	maco	9483	404	1.1796243E-6
			11)	mav	0	0	0.0
				1)	mave	6473	1662	4.852811E-6
				2)	mava	8410	662	1.9329486E-6
			12)	mad	0	0	0.0
				1)	madr	6501	1634	4.7710546E-6
			13)	maf	0	0	0.0
				1)	mafi	8960	507	1.4803701E-6
			14)	mab	0	0	0.0
				1)	mabi	10270	290	8.4676003E-7
			15)	map	0	0	0.0
				1)	mapp	10313	284	8.2924083E-7
				2)	map_	10465	265	7.737635E-7
			16)	mae	0	0	0.0
				1)	maes	10889	222	6.482094E-7
		8)	mm	0	0	0.0
			1)	mmi	0	0	0.0
				1)	mmis	743	62433	1.8229576E-4
				2)	mmin	2164	20108	5.8712587E-5
				3)	mmi_	2539	15468	4.5164426E-5
				4)	mmig	2922	12257	3.578875E-5
				5)	mmir	8017	794	2.3183704E-6
			2)	mma	0	0	0.0
				1)	mma_	1432	33934	9.90826E-5
				2)	mmag	4217	5652	1.6503061E-5
				3)	mmat	4829	3940	1.1504257E-5
				4)	mmar	5139	3286	9.594667E-6
				5)	mmaz	6050	2040	5.9565186E-6
				6)	mman	8732	574	1.6760009E-6
				7)	mmal	10074	315	9.197566E-7
				8)	mmai	10914	220	6.423697E-7
			3)	mme	0	0	0.0
				1)	mmer	1580	30359	8.86441E-5
				2)	mmen	2903	12384	3.6159574E-5
				3)	mmed	3665	7742	2.2605573E-5
				4)	mmet	4282	5400	1.5767255E-5
				5)	mmes	4339	5201	1.5186203E-5
				6)	mme_	6859	1369	3.997291E-6
				7)	mmem	8625	600	1.7519172E-6
			4)	mmo	0	0	0.0
				1)	mmo_	1745	26703	7.796908E-5
				2)	mmon	5829	2285	6.671885E-6
				3)	mmod	7686	947	2.7651095E-6
				4)	mmob	7699	941	2.7475903E-6
				5)	mmor	8514	629	1.8365932E-6
			5)	mmu	0	0	0.0
				1)	mmun	6173	1920	5.6061353E-6
				2)	mmut	8892	527	1.5387674E-6
		9)	m’	0	0	0.0
			1)	m’è	0	0	0.0
				1)	m’è_	8521	628	1.8336734E-6
	8)	a	0	0	0.0
		1)	az	0	0	0.0
			1)	azi	0	0	0.0
				1)	azio	13	1014719	0.0029628396
				2)	azia	1169	42472	1.2401238E-4
				3)	azie	1607	29403	8.5852706E-5
				4)	azi_	6450	1678	4.8995284E-6
				5)	azis	8873	535	1.5621263E-6
			2)	azz	0	0	0.0
				1)	azzi	4679	4352	1.270724E-5
				2)	azza	5243	3100	9.051572E-6
				3)	azze	7513	1019	2.9753396E-6
				4)	azzo	8637	598	1.7460776E-6
			3)	aze	0	0	0.0
				1)	azer	9442	411	1.2000634E-6
			4)	azo	0	0	0.0
				1)	azot	10691	242	7.066066E-7
		2)	ar	0	0	0.0
			1)	are	0	0	0.0
				1)	are_	16	888782	0.0025951208
				2)	areb	1467	32996	9.634377E-5
				3)	aren	2022	22077	6.44618E-5
				4)	arer	2114	20735	6.054334E-5
				5)	aree	3834	6954	2.0304722E-5
				6)	arem	3868	6801	1.9857982E-5
				7)	area	3885	6751	1.971199E-5
				8)	arez	4233	5588	1.631619E-5
				9)	arec	5494	2734	7.982903E-6
				10)	arei	6244	1859	5.4280235E-6
				11)	aret	7052	1264	3.6907059E-6
				12)	ares	8727	575	1.6789207E-6
				13)	areg	8840	542	1.5825652E-6
				14)	are”	9720	363	1.05991E-6
			2)	ari	0	0	0.0
				1)	ari_	264	127627	3.7265324E-4
				2)	ario	396	99060	2.8924155E-4
				3)	aria	547	77923	2.2752442E-4
				4)	arie	807	57864	1.6895491E-4
				5)	aric	1761	26451	7.723327E-5
				6)	arit	2186	19870	5.801766E-5
				7)	arir	4257	5493	1.6038803E-5
				8)	arin	5160	3257	9.509991E-6
				9)	arif	5307	3017	8.809224E-6
				10)	aris	5637	2522	7.363892E-6
				11)	arim	5871	2245	6.5550903E-6
				12)	ariz	5989	2108	6.1550695E-6
				13)	arig	10140	307	8.963977E-7
				14)	aril	10531	257	7.504046E-7
			3)	art	0	0	0.0
				1)	arti	287	120500	3.518434E-4
				2)	arte	328	112952	3.2980426E-4
				3)	artn	3959	6493	1.8958664E-5
				4)	arto	4513	4732	1.3816788E-5
				5)	arta	4997	3585	1.0467706E-5
				6)	art_	10901	221	6.4528956E-7
			4)	ara	0	0	0.0
				1)	aran	615	71825	2.097191E-4
				2)	arat	1685	27698	8.087434E-5
				3)	araz	1877	24427	7.132347E-5
				4)	aram	2715	13835	4.039629E-5
				5)	arag	3001	11686	3.412151E-5
				6)	ara_	3419	9079	2.6509428E-5
				7)	arar	3741	7377	2.1539823E-5
				8)	arab	5341	2962	8.648632E-6
				9)	aral	5546	2667	7.787272E-6
				10)	arad	6360	1756	5.1272777E-6
				11)	aras	9269	439	1.2818194E-6
				12)	arav	11042	208	6.0733134E-7
			5)	arl	0	0	0.0
				1)	arla	802	58225	1.7000898E-4
				2)	arlo	2410	16849	4.919676E-5
				3)	arli	3486	8644	2.5239287E-5
				4)	arle	3996	6345	1.8526525E-5
			6)	ard	0	0	0.0
				1)	arda	844	55921	1.6328161E-4
				2)	ardo	1780	26084	7.616168E-5
				3)	ardi	2086	21063	6.150106E-5
				4)	ard_	4223	5621	1.6412545E-5
				5)	arde	7060	1262	3.684866E-6
				6)	ardu	7745	919	2.6833534E-6
			7)	ars	0	0	0.0
				1)	arsi	1166	42559	1.2426641E-4
				2)	arsa	4896	3777	1.1028319E-5
				3)	arse	5912	2202	6.4295364E-6
				4)	arso	6615	1546	4.514107E-6
			8)	arà	0	0	0.0
				1)	arà_	1191	41544	1.2130275E-4
			9)	arm	0	0	0.0
				1)	armi	1893	24215	7.070446E-5
				2)	arme	2702	13927	4.066492E-5
				3)	armo	3247	10231	2.987311E-5
				4)	arma	3342	9555	2.7899283E-5
			10)	aro	0	0	0.0
				1)	aro_	1902	24078	7.030444E-5
				2)	arol	2100	20875	6.0952123E-5
				3)	aron	6898	1343	3.9213746E-6
				4)	arom	8610	604	1.7635967E-6
				5)	aroc	9399	416	1.2146627E-6
				6)	arot	9946	333	9.723141E-7
			11)	arc	0	0	0.0
				1)	arci	2115	20722	6.0505383E-5
				2)	arch	4336	5208	1.5206642E-5
				3)	arca	5107	3354	9.793218E-6
				4)	arco	5364	2927	8.546436E-6
				5)	arce	5433	2827	8.25445E-6
			12)	arg	0	0	0.0
				1)	argo	2456	16248	4.744192E-5
				2)	arga	2823	12984	3.791149E-5
				3)	argi	4198	5691	1.6616936E-5
				4)	argl	7976	810	2.3650882E-6
				5)	arge	8988	501	1.462851E-6
				6)	argh	9524	396	1.1562654E-6
			13)	arr	0	0	0.0
				1)	arri	2710	13872	4.050433E-5
				2)	arre	3083	11247	3.283969E-5
				3)	arra	6656	1504	4.3914724E-6
				4)	arro	6988	1291	3.769542E-6
				5)	arrà	7122	1235	3.6060298E-6
			14)	arn	0	0	0.0
				1)	arne	3115	11051	3.2267395E-5
				2)	arni	7880	857	2.5023219E-6
				3)	arna	10265	290	8.4676003E-7
			15)	arv	0	0	0.0
				1)	arvi	4203	5680	1.6584818E-5
				2)	arve	10355	277	8.088018E-7
			16)	arz	0	0	0.0
				1)	arzo	4514	4730	1.3810948E-5
				2)	arzi	5133	3297	9.626786E-6
			17)	arb	0	0	0.0
				1)	arbo	4916	3739	1.0917364E-5
				2)	arbu	5337	2971	8.6749105E-6
				3)	arbi	6510	1630	4.7593753E-6
				4)	arba	7457	1044	3.048336E-6
			18)	arò	0	0	0.0
				1)	arò_	5500	2726	7.959544E-6
			19)	ark	0	0	0.0
				1)	arke	10414	271	7.912826E-7
				2)	arki	10922	219	6.394498E-7
		3)	at	0	0	0.0
			1)	ato	0	0	0.0
				1)	ato_	26	595167	0.0017378055
				2)	ator	265	127139	3.7122835E-4
				3)	atol	5748	2358	6.885035E-6
				4)	atom	7676	951	2.776789E-6
				5)	atoi	8011	796	2.3242103E-6
				6)	atog	8518	629	1.8365932E-6
				7)	atos	8919	519	1.5154085E-6
				8)	ato”	9422	413	1.2059031E-6
			2)	ati	0	0	0.0
				1)	ati_	71	307099	8.9668675E-4
				2)	ativ	176	164725	4.809743E-4
				3)	atic	572	75336	2.1997074E-4
				4)	atif	3906	6687	1.9525118E-5
				5)	atis	4023	6273	1.8316296E-5
				6)	atiz	4630	4478	1.3075142E-5
				7)	atib	4998	3583	1.0461866E-5
				8)	atin	5169	3239	9.457433E-6
				9)	atit	6930	1326	3.871737E-6
				10)	atia	7088	1247	3.6410681E-6
				11)	atio	7951	823	2.4030464E-6
				12)	atil	8400	666	1.9446281E-6
				13)	atip	10043	319	9.3143603E-7
				14)	ati”	10494	261	7.62084E-7
				15)	atie	11075	205	5.985717E-7
			3)	ata	0	0	0.0
				1)	ata_	92	242156	7.0706214E-4
				2)	atam	2676	14095	4.1155457E-5
				3)	atar	4091	6026	1.759509E-5
				4)	atas	4481	4845	1.4146732E-5
				5)	atal	4717	4218	1.2315979E-5
				6)	atat	6153	1938	5.6586928E-6
				7)	ataz	8208	724	2.1139801E-6
				8)	atag	8454	648	1.8920707E-6
				9)	atan	9454	409	1.1942236E-6
			4)	ate	0	0	0.0
				1)	ate_	219	144862	4.2297706E-4
				2)	ater	856	55382	1.6170781E-4
				3)	ateg	1378	35191	1.0275287E-4
				4)	aten	5007	3567	1.0415149E-5
				5)	atez	5832	2279	6.6543657E-6
				6)	atel	6272	1827	5.334588E-6
				7)	atem	8551	619	1.8073947E-6
				8)	ates	9801	352	1.0277914E-6
				9)	atev	10264	290	8.4676003E-7
				10)	atet	10773	233	6.803279E-7
			5)	att	0	0	0.0
				1)	atti	271	126324	3.6884868E-4
				2)	atto	289	120211	3.5099956E-4
				3)	attu	367	103942	3.0349632E-4
				4)	atta	448	90428	2.6403728E-4
				5)	atte	494	83825	2.4475745E-4
				6)	attr	1416	34289	1.00119156E-4
			6)	atu	0	0	0.0
				1)	atur	1109	44554	1.3009153E-4
				2)	atul	2898	12407	3.622673E-5
				3)	atut	5186	3204	9.355238E-6
				4)	atus	5432	2828	8.25737E-6
				5)	atun	5866	2251	6.57261E-6
				6)	atui	7108	1239	3.6177091E-6
			7)	atr	0	0	0.0
				1)	atri	2236	19227	5.614019E-5
				2)	atro	6942	1318	3.848378E-6
			8)	atl	0	0	0.0
				1)	atla	5103	3369	9.837016E-6
				2)	atle	10718	240	7.007669E-7
			9)	atm	0	0	0.0
				1)	atmo	6579	1579	4.6104624E-6
			10)	atc	0	0	0.0
				1)	atch	10879	223	6.5112926E-7
		4)	am	0	0	0.0
			1)	ame	0	0	0.0
				1)	amen	28	579934	0.0016933273
				2)	ame_	2666	14197	4.1453284E-5
				3)	amer	3139	10823	3.1601667E-5
				4)	amet	6462	1673	4.8849292E-6
			2)	amo	0	0	0.0
				1)	amo_	51	390795	0.0011410675
				2)	amoc	6438	1689	4.9316473E-6
				3)	amos	7488	1032	3.0132978E-6
				4)	amor	7729	924	2.6979526E-6
				5)	amol	7767	908	2.6512348E-6
			3)	amb	0	0	0.0
				1)	ambi	253	132645	3.873051E-4
				2)	ambe	4497	4796	1.4003659E-5
				3)	amba	7089	1246	3.6381482E-6
				4)	ambo	8337	682	1.991346E-6
			4)	amm	0	0	0.0
				1)	amma	1229	39812	1.1624555E-4
				2)	ammi	1346	36163	1.05590974E-4
				3)	amme	3637	7894	2.3049392E-5
				4)	ammo	4886	3795	1.1080877E-5
			5)	amp	0	0	0.0
				1)	ampi	2253	19056	5.5640892E-5
				2)	ampo	2448	16355	4.7754344E-5
				3)	ampa	3244	10263	2.9966544E-5
				4)	ampl	3354	9481	2.7683212E-5
			6)	ami	0	0	0.0
				1)	amin	2668	14188	4.1427003E-5
				2)	amic	3456	8827	2.5773623E-5
				3)	amig	3666	7740	2.2599734E-5
				4)	amit	3692	7616	2.223767E-5
				5)	amil	4786	4039	1.1793323E-5
				6)	ami_	5067	3435	1.0029727E-5
				7)	amia	7725	926	2.7037922E-6
				8)	amis	8404	664	1.9387885E-6
				9)	amio	9319	432	1.2613805E-6
				10)	amid	11043	208	6.0733134E-7
			7)	ama	0	0	0.0
				1)	amat	3999	6341	1.8514846E-5
				2)	amar	4594	4559	1.3311652E-5
				3)	aman	6092	2005	5.8543237E-6
				4)	ama_	6184	1907	5.568177E-6
				5)	amaz	8593	609	1.7781961E-6
		5)	al	0	0	0.0
			1)	ale	0	0	0.0
				1)	ale_	29	572850	0.001672643
				2)	ales	3529	8441	2.4646557E-5
				3)	alen	3997	6345	1.8526525E-5
				4)	aler	5140	3286	9.594667E-6
				5)	ale”	7634	971	2.835186E-6
				6)	aleb	9066	483	1.4102934E-6
				7)	alet	10635	248	7.241258E-7
			2)	all	0	0	0.0
				1)	alla	63	336457	9.824081E-4
				2)	alle	191	156653	4.5740517E-4
				3)	allo	741	62544	1.8261986E-4
				4)	alli	1112	44447	1.2977912E-4
				5)	all’	1396	34753	1.0147397E-4
				6)	allu	2149	20286	5.9232323E-5
				7)	all_	2369	17348	5.065377E-5
				8)	allx	7057	1263	3.687786E-6
			3)	ali	0	0	0.0
				1)	ali_	64	335488	9.795787E-4
				2)	aliz	811	57787	1.6873007E-4
				3)	alit	953	50995	1.4889837E-4
				4)	alis	1570	30579	8.928646E-5
				5)	alim	2233	19249	5.6204426E-5
				6)	alid	3425	9053	2.6433512E-5
				7)	alia	3713	7484	2.185225E-5
				8)	alie	3774	7213	2.1060965E-5
				9)	alif	4225	5610	1.6380427E-5
				10)	aliq	6445	1682	4.911208E-6
				11)	alin	7155	1217	3.5534722E-6
				12)	alib	7661	957	2.794308E-6
				13)	alic	8720	577	1.6847605E-6
				14)	alir	8787	556	1.6234434E-6
				15)	ali”	8797	554	1.6176036E-6
			4)	alt	0	0	0.0
				1)	altr	199	151201	4.4148607E-4
				2)	altà	2467	16161	4.7187892E-5
				3)	alte	3298	9836	2.8719764E-5
				4)	alto	3382	9278	2.709048E-5
				5)	alti	4041	6226	1.8179062E-5
				6)	alta	4046	6206	1.8120665E-5
			5)	alc	0	0	0.0
				1)	alcu	517	81772	2.3876296E-4
				2)	alch	2848	12786	3.7333357E-5
				3)	alco	2970	11938	3.4857316E-5
				4)	alci	6082	2012	5.874763E-6
				5)	alca	8002	799	2.3329699E-6
			6)	alm	0	0	0.0
				1)	alme	519	81317	2.3743443E-4
				2)	alma	8581	611	1.7840358E-6
				3)	almo	8902	524	1.5300078E-6
			7)	alu	0	0	0.0
				1)	alut	1151	43204	1.2614972E-4
				2)	alun	3498	8597	2.5102056E-5
			8)	alo	0	0	0.0
				1)	alor	1858	24814	7.245346E-5
				2)	alog	2254	19056	5.5640892E-5
				3)	alo_	5284	3042	8.882221E-6
				4)	alos	7410	1077	3.1446916E-6
				5)	alop	9901	339	9.898332E-7
			9)	als	0	0	0.0
				1)	alsi	2777	13368	3.903272E-5
				2)	alsa	7416	1072	3.1300922E-6
				3)	also	8193	730	2.1314993E-6
				4)	alse	8874	535	1.5621263E-6
			10)	ala	0	0	0.0
				1)	alat	3368	9423	2.7513861E-5
				2)	alar	4353	5151	1.504021E-5
				3)	ala_	4768	4087	1.1933476E-5
				4)	alam	7224	1183	3.454197E-6
				5)	alan	7454	1045	3.051256E-6
				6)	alaz	8628	600	1.7519172E-6
				7)	alas	8806	551	1.6088441E-6
				8)	alac	11051	207	6.0441147E-7
			11)	alv	0	0	0.0
				1)	alva	3546	8377	2.4459685E-5
				2)	alvo	4521	4711	1.3755471E-5
				3)	alve	9198	455	1.3285372E-6
			12)	ald	0	0	0.0
